cosine_score,mass_difference,node1,node2
0.9912,17.027,9383_pos,11398_pos
0.9868,17.027,11328_pos,11398_pos
1,0,51708_pos,51708_pos
0.892,-44.026,14075_pos,14809_pos
0.8809,-46.076,15843_pos,29931_pos
0.8979,1.003,43886_pos,43907_pos
1,0,44300_pos,44300_pos
1,0,42555_pos,42555_pos
0.9507,-58.042,17106_pos,23677_pos
1,0,39038_pos,39038_pos
0.9603,0,28786_pos,30543_pos
0.821,0.036,2208_pos,2332_pos
0.8207,42.011,37608_pos,41201_pos
0.9529,-132.079,14965_pos,15029_pos
0.9611,-44.026,14197_pos,15029_pos
0.9499,44.026,15029_pos,17091_pos
0.9528,71.026,15029_pos,15909_pos
0.9785,-17.027,40874_pos,40901_pos
0.9788,-88.052,40874_pos,41481_pos
0.975,88.052,40874_pos,41123_pos
0.973,-132.079,40874_pos,41101_pos
0.9867,-44.026,40874_pos,41356_pos
0.9791,-27,40826_pos,40874_pos
0.9747,-71.026,40699_pos,40874_pos
0.9839,44.026,40874_pos,41211_pos
0.9767,-61.053,40874_pos,40978_pos
1,0,33445_pos,33445_pos
1,0,49209_pos,49209_pos
0.9537,-31.042,8384_pos,9059_pos
0.9796,-14.016,8369_pos,9059_pos
0.8573,14.016,9059_pos,10283_pos
0.9836,-14.016,9059_pos,9346_pos
0.92,-27.995,9059_pos,32393_pos
0.9141,-86.001,9059_pos,23165_pos
0.9097,-86,9059_pos,29689_pos
0.858,31.042,9059_pos,33388_pos
0.9527,0,9059_pos,10540_pos
0.9574,-100.016,9059_pos,25052_pos
0.9562,-16.031,2_pos,1203_pos
0.9614,16.031,1203_pos,55529_pos
0.9649,0,1203_pos,55505_pos
0.9571,16.031,1203_pos,55453_pos
0.9539,0,1203_pos,50476_pos
0.9684,16.031,1203_pos,55557_pos
0.9569,16.031,1203_pos,1413_pos
0.9614,16.031,1203_pos,55477_pos
0.9447,0,24_pos,1203_pos
0.9627,16.031,1203_pos,55500_pos
0.9192,44.027,21399_pos,24538_pos
0.9238,-132.079,24538_pos,26007_pos
0.9329,-44.027,24538_pos,25021_pos
0.9001,0,52959_pos,53512_pos
0.9109,0,51744_pos,52959_pos
0.9219,0,52273_pos,52959_pos
0.742,0,51573_pos,52959_pos
0.9026,0,52080_pos,52959_pos
0.9232,0,49470_pos,52959_pos
1,0,14023_pos,14023_pos
0.9042,29.974,11326_pos,31242_pos
1,0,47076_pos,47076_pos
0.9444,27.028,40873_pos,41281_pos
0.9487,-16.999,41206_pos,41281_pos
0.9468,71.054,40915_pos,41281_pos
0.9025,-44.026,9657_pos,12015_pos
0.8648,-264.158,9657_pos,17795_pos
0.875,-220.131,9657_pos,16700_pos
0.8678,-220.131,9657_pos,18709_pos
1,0,41703_pos,41703_pos
0.9076,88.052,50056_pos,50248_pos
0.9499,-104.062,48249_pos,50056_pos
0.9295,132.079,49877_pos,50056_pos
0.9431,88.052,49930_pos,50056_pos
0.9614,44.026,49995_pos,50056_pos
0.9128,-148.089,48306_pos,50056_pos
0.9167,44.026,50056_pos,50166_pos
0.861,-44.026,3481_pos,4146_pos
0.8607,-88.053,3481_pos,6059_pos
0.743,-132.079,3481_pos,7411_pos
0.7857,-176.105,3481_pos,7331_pos
0.7569,-132.079,3481_pos,6352_pos
0.831,-44.026,2494_pos,3481_pos
1,0,21622_pos,21622_pos
0.9534,0,49202_pos,53147_pos
0.9725,0,49202_pos,52905_pos
0.7717,-2.015,32549_pos,34048_pos
1,0,51184_pos,51184_pos
0.8931,-58.042,42726_pos,46132_pos
0.8687,-2.016,35987_pos,46132_pos
0.8348,-88.052,48169_pos,48271_pos
0.9231,-104.063,43976_pos,48169_pos
0.8936,-44.026,48169_pos,48220_pos
0.7745,58.005,48169_pos,48525_pos
0.8419,13.979,48169_pos,48422_pos
0.9447,-58.042,23371_pos,30002_pos
0.8749,-88.053,42137_pos,42308_pos
0.8826,132.079,41934_pos,42308_pos
0.9237,88.052,42276_pos,42308_pos
0.945,-44.026,42308_pos,42328_pos
0.9291,-44.026,42283_pos,42308_pos
0.828,-72.058,2755_pos,3637_pos
1,0,12906_pos,12906_pos
0.8939,-44.026,22898_pos,23480_pos
0.8714,44.027,20277_pos,23480_pos
0.8948,-44.027,23480_pos,24508_pos
0.8567,-88.053,23480_pos,25220_pos
0.7347,14.016,17308_pos,24188_pos
0.7399,0.036,24188_pos,30485_pos
0.7277,-114.104,24188_pos,50059_pos
0.8319,-14.012,14547_pos,24188_pos
0.8185,-74.037,1250_pos,2272_pos
0.921,18.01,904_pos,1250_pos
0.811,-0.984,1793_pos,3142_pos
0.7872,0,711_pos,1793_pos
0.8652,0,1295_pos,1793_pos
0.7421,-41.027,1522_pos,1793_pos
0.723,7.044,1284_pos,1793_pos
0.7808,-15,1793_pos,2999_pos
0.7518,7.006,1793_pos,14747_pos
0.843,15.995,1989_pos,4499_pos
0.8716,-15.995,4499_pos,6610_pos
0.7048,45.024,6180_pos,33759_pos
0.9063,-88.052,27746_pos,28462_pos
1,0,34601_pos,34601_pos
0.8136,18.011,42748_pos,42772_pos
1,0,40687_pos,40687_pos
0.7665,-73.965,7434_pos,8096_pos
1,0,39220_pos,39220_pos
1,0,31577_pos,31577_pos
0.9549,0,41478_pos,42252_pos
0.9319,-14.016,42252_pos,42896_pos
0.9246,-14.016,42252_pos,45643_pos
0.7193,-88.053,10325_pos,12854_pos
0.8205,-0.996,2999_pos,3456_pos
0.8289,-14.016,1573_pos,2999_pos
0.8792,13.979,2999_pos,6676_pos
0.7826,0,2096_pos,2999_pos
0.8306,-15,1295_pos,2999_pos
0.8285,14.016,2999_pos,3142_pos
0.8466,0,2999_pos,3911_pos
0.8339,2.016,2333_pos,2999_pos
0.8853,30.011,2999_pos,3938_pos
1,0,26790_pos,26790_pos
0.9671,0,8720_pos,14902_pos
0.7941,45.984,42625_pos,44713_pos
0.918,-26.016,42625_pos,43846_pos
0.9135,-14.015,24628_pos,30482_pos
0.9075,132.079,29839_pos,30482_pos
0.921,-44.026,29243_pos,30482_pos
0.9187,0,29134_pos,30482_pos
0.9141,88.052,29551_pos,30482_pos
0.907,-17.027,29522_pos,30482_pos
0.9193,44.026,30425_pos,30482_pos
0.9709,-116.084,36567_pos,41700_pos
0.9559,-273.183,21333_pos,41700_pos
0.9665,-58.042,39364_pos,41700_pos
0.9659,-75.068,41700_pos,43479_pos
1,0,11350_pos,11350_pos
1,0,3202_pos,3202_pos
0.9054,264.157,48445_pos,49046_pos
0.8924,-14.016,47169_pos,48445_pos
0.9119,44.026,48445_pos,48551_pos
0.9104,281.184,48445_pos,49063_pos
0.9369,132.079,48445_pos,48735_pos
0.9361,88.052,48445_pos,48647_pos
0.9419,176.105,48445_pos,48845_pos
0.8888,44.026,48325_pos,48445_pos
0.9316,220.131,48445_pos,48954_pos
0.8721,-14.016,16303_pos,17528_pos
0.8828,15.995,16303_pos,25706_pos
0.7969,-16.01,46966_pos,48970_pos
1,0,44541_pos,44541_pos
1,0,25111_pos,25111_pos
1,0,39697_pos,39697_pos
0.9653,0,53630_pos,53847_pos
0.9723,0,53847_pos,54014_pos
0.9772,0,52450_pos,53847_pos
0.9342,0,53847_pos,54728_pos
0.9689,0,53166_pos,53847_pos
0.9273,0,53847_pos,54791_pos
1,0,28106_pos,28106_pos
0.9323,0.109,34953_pos,35247_pos
1,0,49236_pos,49236_pos
0.9562,0,52706_pos,53779_pos
0.9621,0,53779_pos,53983_pos
0.9498,0,53779_pos,54488_pos
0.9512,0,53169_pos,53779_pos
0.956,0,53621_pos,53779_pos
1,0,41816_pos,41816_pos
1,0,12902_pos,12902_pos
1,0,38211_pos,38211_pos
0.9231,1.979,26627_pos,30157_pos
0.9065,-176.105,30157_pos,37737_pos
0.9028,-14.016,28493_pos,30157_pos
0.9392,-116.084,30157_pos,37485_pos
0.9552,-58.042,30157_pos,34201_pos
0.9421,-58.042,24849_pos,30157_pos
0.8314,-28.031,27558_pos,30157_pos
0.9699,-0.036,29215_pos,41530_pos
0.9603,0,1160_pos,2101_pos
0.903,13.032,1160_pos,2997_pos
0.9129,0,10303_pos,18274_pos
0.9238,-0.015,18274_pos,33804_pos
0.9388,0,18274_pos,36955_pos
0.938,0,9078_pos,18274_pos
0.958,0,18274_pos,32013_pos
0.9102,0,7813_pos,18274_pos
0.8796,-0.015,18274_pos,25443_pos
0.89,-0.036,18274_pos,22881_pos
0.9414,0,11959_pos,18274_pos
0.9031,-0.036,18274_pos,24793_pos
0.9072,-176.948,32314_pos,41157_pos
0.94,-18.01,32314_pos,32396_pos
0.9089,28.979,32314_pos,41244_pos
0.9722,-32.026,32314_pos,41164_pos
0.9915,0,32314_pos,41162_pos
0.9768,-88.052,10514_pos,12880_pos
0.7474,44.026,27197_pos,31971_pos
0.7893,-13.979,29901_pos,31971_pos
1,0,28282_pos,28282_pos
1,0,45394_pos,45394_pos
0.905,0.115,7177_pos,7229_pos
0.9865,-0.003,5983_pos,7177_pos
0.8399,-111.066,7177_pos,7934_pos
0.9411,-0.115,6730_pos,7177_pos
0.8435,-111.066,7177_pos,8761_pos
0.8487,-14.013,7177_pos,9250_pos
0.8902,45.055,5949_pos,7177_pos
0.9448,0.036,27386_pos,27713_pos
0.9212,0,24266_pos,35366_pos
0.9026,-14.016,24266_pos,36009_pos
0.9315,0,20375_pos,24266_pos
0.9416,0,24266_pos,26146_pos
0.928,0,24266_pos,32442_pos
1,0,49454_pos,49454_pos
0.9225,-14.015,47817_pos,49183_pos
0.9715,-44.026,17844_pos,18424_pos
0.9678,27,14810_pos,17844_pos
0.974,-44.026,13035_pos,17844_pos
0.9687,-88.052,12993_pos,17844_pos
0.9713,-44.026,15706_pos,17844_pos
0.9689,176.106,16952_pos,17844_pos
0.9756,0,13114_pos,17844_pos
0.9692,0,26757_pos,28738_pos
0.9655,0,28738_pos,35899_pos
1,0,43270_pos,43270_pos
1,0,35241_pos,35241_pos
1,0,1445_pos,1445_pos
1,0,35821_pos,35821_pos
0.9674,0,38099_pos,39277_pos
0.8741,24.969,2102_pos,13073_pos
1,0,5021_pos,5021_pos
0.9668,0.003,26986_pos,29064_pos
0.8099,-188.113,27912_pos,29064_pos
0.8851,-0.036,2161_pos,2183_pos
0.8504,-76.031,2183_pos,17884_pos
0.747,-0.001,54749_pos,55214_pos
0.8724,-0.002,53619_pos,55214_pos
0.7835,-0.001,54379_pos,55214_pos
0.9603,4.031,49985_pos,51216_pos
0.9714,-6.099,4336_pos,49985_pos
0.9632,-58.134,37118_pos,49985_pos
0.9633,1.907,24870_pos,49985_pos
0.9613,60.058,49985_pos,50394_pos
0.9746,8.921,6267_pos,49985_pos
1,0,20704_pos,20704_pos
0.8883,-85.053,6749_pos,6938_pos
0.8644,85.053,6938_pos,8719_pos
0.9278,0,6938_pos,8586_pos
0.8764,0,6938_pos,10809_pos
0.9021,0,498_pos,42376_pos
0.9316,0,33722_pos,42376_pos
1,0,3015_pos,3015_pos
1,0,34163_pos,34163_pos
1,0,12251_pos,12251_pos
0.8388,-87.072,23266_pos,49222_pos
0.8045,-47.041,23266_pos,49852_pos
0.8306,0,54020_pos,54749_pos
0.7606,0,53619_pos,54020_pos
0.8123,0,54020_pos,54379_pos
0.7776,15.995,36007_pos,47523_pos
0.7967,0.086,2305_pos,2509_pos
1,0,44439_pos,44439_pos
1,0,2437_pos,2437_pos
0.8059,-42.047,23999_pos,37084_pos
0.8124,15.995,27615_pos,37084_pos
0.8359,0.013,37084_pos,38292_pos
0.8366,15.995,26030_pos,37084_pos
0.8615,15.995,24358_pos,37084_pos
0.7652,-14.008,33571_pos,41514_pos
0.9368,0,33571_pos,34998_pos
0.9461,0.008,33571_pos,34304_pos
0.7747,-2.008,33571_pos,40222_pos
0.9421,-0.008,33156_pos,33571_pos
1,0,22707_pos,22707_pos
1,0,1294_pos,1294_pos
1,0,46432_pos,46432_pos
0.8624,0,10209_pos,11063_pos
0.858,0.001,11063_pos,17367_pos
0.8954,0,11063_pos,12857_pos
0.8795,0,11063_pos,15487_pos
0.8945,0,37445_pos,39139_pos
0.7089,86.037,37445_pos,37950_pos
0.826,23.016,137_pos,154_pos
0.8612,-41.027,93_pos,137_pos
1,0,14584_pos,14584_pos
0.9003,0,20446_pos,23698_pos
0.904,0,20446_pos,22313_pos
1,0,20573_pos,20573_pos
0.9217,-14.016,45378_pos,47115_pos
0.9435,0,1137_pos,1624_pos
0.9668,0,728_pos,1624_pos
0.8585,0.003,22721_pos,30990_pos
0.9073,0,23188_pos,26797_pos
0.902,-44.026,22793_pos,23188_pos
1,0,47101_pos,47101_pos
0.8397,-17.027,45665_pos,45666_pos
0.8799,-15.995,4605_pos,6884_pos
0.7969,-28.031,740_pos,4605_pos
0.7952,-28.031,2202_pos,4605_pos
0.8239,-14.016,4386_pos,10336_pos
0.8274,-58.006,1170_pos,1754_pos
0.822,-44.026,1754_pos,2532_pos
0.8442,13.979,1754_pos,2126_pos
0.8422,-13.979,1265_pos,1754_pos
1,0,22113_pos,22113_pos
0.7321,-14.016,19670_pos,22422_pos
0.7488,-14.016,18139_pos,22422_pos
1,0,43155_pos,43155_pos
0.8194,-44.018,9444_pos,10065_pos
0.9694,0,28557_pos,32252_pos
0.9453,0,36068_pos,43619_pos
0.9259,0,39206_pos,43619_pos
0.9313,0,40560_pos,43619_pos
1,0,36604_pos,36604_pos
0.8317,-58.042,3102_pos,5664_pos
0.9149,-0.075,12084_pos,12530_pos
0.9119,-0.046,11297_pos,11403_pos
0.9029,0,11297_pos,19516_pos
0.9658,-18.011,11297_pos,11618_pos
0.941,0,11297_pos,13403_pos
0.9519,-0.007,11297_pos,12616_pos
0.8759,-18.015,11297_pos,13497_pos
0.8175,-26.015,2572_pos,4696_pos
0.8971,0,1983_pos,2572_pos
0.8226,-26.016,2572_pos,3978_pos
1,0,2119_pos,2119_pos
0.9049,-0.036,31781_pos,32931_pos
0.9292,0,30940_pos,32931_pos
1,0,16246_pos,16246_pos
0.8582,15.995,1339_pos,3831_pos
0.9308,-14.016,3703_pos,3831_pos
0.8434,30.01,3831_pos,8230_pos
0.914,0,2388_pos,3831_pos
0.8661,-24.036,1170_pos,3831_pos
0.8838,0,3831_pos,9009_pos
0.8968,-24.036,726_pos,3831_pos
0.8922,-14.016,2461_pos,3831_pos
0.8608,-30.013,7105_pos,17100_pos
0.9339,0,13805_pos,17100_pos
0.9144,-0.003,11415_pos,17100_pos
0.8385,0,54249_pos,54975_pos
0.8577,0,54249_pos,54573_pos
1,0,44537_pos,44537_pos
0.8877,-0.104,37373_pos,37607_pos
1,0,9472_pos,9472_pos
1,0,13345_pos,13345_pos
0.7911,0.024,3540_pos,4772_pos
0.7835,0.017,3540_pos,3563_pos
0.8558,-28.031,23178_pos,27542_pos
0.8663,-44.026,27542_pos,27952_pos
0.8624,-58.042,24654_pos,27542_pos
0.8498,-160.11,21133_pos,27542_pos
1,0,38094_pos,38094_pos
0.776,-58.042,48740_pos,49330_pos
0.9609,-44.026,9663_pos,11360_pos
0.7883,-2.016,1139_pos,1143_pos
0.9689,7.031,479_pos,3536_pos
0.9676,-19.942,479_pos,2483_pos
0.9639,13.014,479_pos,14875_pos
0.966,54.095,479_pos,2595_pos
0.9641,42.058,479_pos,10198_pos
0.9714,10.069,479_pos,3184_pos
0.9644,17.03,14810_pos,14896_pos
0.96,-61.053,14810_pos,15564_pos
0.9601,-26.999,14810_pos,18705_pos
0.9612,-61.053,14810_pos,18550_pos
0.9728,0,14810_pos,17806_pos
0.9519,-0.036,43822_pos,46985_pos
0.8844,-28.031,51838_pos,52277_pos
0.9173,-28.031,51360_pos,51838_pos
1,0,7282_pos,7282_pos
0.9485,30.01,50138_pos,51111_pos
0.9056,88.052,50760_pos,51111_pos
0.9157,-58.042,49816_pos,51111_pos
0.9212,-14.016,50362_pos,51111_pos
0.866,-14.016,39541_pos,43099_pos
0.9428,103.053,25937_pos,36233_pos
0.8485,-14.015,40326_pos,42534_pos
0.828,-58.042,40326_pos,42394_pos
0.9811,-132.079,10636_pos,10870_pos
0.9787,-44.026,10636_pos,11689_pos
0.9841,61.053,10636_pos,13845_pos
0.9816,88.052,10004_pos,10636_pos
0.9818,88.052,10636_pos,17506_pos
0.9871,-132.079,7445_pos,10636_pos
0.9865,-88.053,10636_pos,12812_pos
0.9826,44.026,9178_pos,10636_pos
0.9532,-56.026,20340_pos,26923_pos
0.9326,-53.026,18766_pos,20340_pos
0.9787,-42.047,20340_pos,31470_pos
0.947,-56.026,20340_pos,35564_pos
0.919,74.036,14035_pos,20340_pos
0.9161,-70.005,20340_pos,26871_pos
0.9534,-58.042,20340_pos,23492_pos
0.9478,-58.042,20340_pos,21877_pos
0.9373,-72.021,20340_pos,23434_pos
1,0,38869_pos,38869_pos
0.8619,28.031,31253_pos,37727_pos
0.8609,30.011,37125_pos,39089_pos
0.8567,0,39089_pos,40005_pos
0.7974,-106.042,24007_pos,39089_pos
0.7602,-1.979,39089_pos,43003_pos
0.9085,30.011,39012_pos,39089_pos
0.7973,-94.042,3572_pos,25501_pos
0.7974,-13.98,3100_pos,3572_pos
0.9245,0,26944_pos,31027_pos
0.8564,-21.984,12554_pos,43477_pos
0.9462,2.016,37139_pos,43477_pos
0.8279,-93.058,43477_pos,43478_pos
0.8477,-77.063,43477_pos,46835_pos
0.942,0,12810_pos,43477_pos
0.8626,18.011,32386_pos,43477_pos
0.8075,64.052,2589_pos,5026_pos
0.8893,2,67_pos,49374_pos
0.8382,-15.966,67_pos,55321_pos
0.9328,2,67_pos,55378_pos
0.8309,-50.027,67_pos,55111_pos
0.8918,-60.056,18226_pos,23408_pos
0.8778,0,29301_pos,31200_pos
0.7917,14.016,31200_pos,32475_pos
0.927,-17.027,5058_pos,5071_pos
0.9058,-44.026,4272_pos,5071_pos
0.9441,-27,5071_pos,6117_pos
0.8971,-61.053,4239_pos,5071_pos
0.9311,-44.026,5071_pos,5193_pos
0.9233,-27,5071_pos,7122_pos
0.898,-58.005,5071_pos,6270_pos
0.8897,28.031,5060_pos,5071_pos
0.9116,-72.057,5071_pos,5732_pos
1,0,36503_pos,36503_pos
0.8874,0.001,15189_pos,18655_pos
1,0,12969_pos,12969_pos
0.9755,27,14048_pos,14052_pos
0.9757,-159.079,12766_pos,14048_pos
0.9801,44.026,14048_pos,16507_pos
0.9795,88.053,14048_pos,14799_pos
0.9824,-132.079,12473_pos,14048_pos
0.9817,-176.105,13495_pos,14048_pos
0.9812,-44.026,13188_pos,14048_pos
0.9796,-176.105,10841_pos,14048_pos
0.977,-88.053,12255_pos,14048_pos
0.9777,-132.079,13736_pos,14048_pos
1,0,36426_pos,36426_pos
1,0,435_pos,435_pos
1,0,35798_pos,35798_pos
0.9686,-88.053,25115_pos,26002_pos
0.9839,-44.026,26002_pos,26169_pos
0.9841,0,26002_pos,28490_pos
0.9765,17.027,26002_pos,27210_pos
0.972,-132.079,26002_pos,29190_pos
0.9705,61.053,26002_pos,26037_pos
0.9806,-44.026,26002_pos,28065_pos
0.9764,-27,26002_pos,26352_pos
0.9857,44.026,26002_pos,26364_pos
1,0,33187_pos,33187_pos
1,0,31950_pos,31950_pos
0.7904,14.016,6725_pos,6782_pos
0.7711,0,6725_pos,8564_pos
0.7293,-126.104,44159_pos,51016_pos
1,0,51878_pos,51878_pos
0.9342,58.041,50586_pos,50589_pos
0.8866,13.979,49372_pos,50589_pos
0.8604,-188.104,50589_pos,51359_pos
0.8925,-174.125,50589_pos,51381_pos
0.875,130.062,50566_pos,50589_pos
0.8777,-58.042,49226_pos,50589_pos
1,0,9193_pos,9193_pos
1,0,5353_pos,5353_pos
1,0,51130_pos,51130_pos
0.7342,71.027,41245_pos,42327_pos
0.7528,-0.046,41271_pos,42327_pos
0.7277,117.033,41317_pos,42327_pos
1,0,47631_pos,47631_pos
1,0,33732_pos,33732_pos
1,0,4222_pos,4222_pos
1,0,49659_pos,49659_pos
0.7846,44.026,42394_pos,42534_pos
0.8524,58.005,19782_pos,21646_pos
0.8931,-28.031,19553_pos,19782_pos
0.8519,-46.042,19782_pos,20403_pos
0.8672,-29.063,18696_pos,43798_pos
0.9107,-61.053,18696_pos,20762_pos
0.8826,-88.052,14576_pos,18696_pos
0.889,-105.079,18696_pos,22332_pos
0.9125,-44.026,18696_pos,21005_pos
0.9101,-17.026,18696_pos,18748_pos
0.8474,14.963,18696_pos,44132_pos
0.8784,-73.089,18696_pos,43448_pos
0.8517,31.99,18696_pos,44107_pos
0.8723,-75.068,23344_pos,27641_pos
0.89,-118.1,16835_pos,27641_pos
0.8617,-58.042,24243_pos,27641_pos
0.8434,-44.026,27641_pos,28435_pos
0.8572,-174.126,10981_pos,27641_pos
0.7941,0.038,4508_pos,4995_pos
0.9272,44.026,40873_pos,41206_pos
0.9396,88.052,40915_pos,41206_pos
1,0,40599_pos,40599_pos
1,0,51023_pos,51023_pos
0.7156,46.042,34997_pos,35049_pos
0.7758,-15.995,35049_pos,38278_pos
0.7581,-14.016,35049_pos,42443_pos
0.7008,27.995,23665_pos,27757_pos
0.7776,-12,2660_pos,4782_pos
0.7775,-2.015,4782_pos,32664_pos
1,0,6698_pos,6698_pos
1,0,24897_pos,24897_pos
0.9812,44.026,51110_pos,51328_pos
0.9833,-28.031,49101_pos,51110_pos
0.9741,15.995,51110_pos,51805_pos
0.9746,-116.084,51110_pos,51768_pos
0.9772,60.021,48880_pos,51110_pos
0.9842,-88.052,51110_pos,51182_pos
0.9784,-132.079,51110_pos,51138_pos
0.975,15.995,48917_pos,51110_pos
0.9772,-72.057,51110_pos,51783_pos
0.9824,88.052,51110_pos,51663_pos
0.8072,0,51976_pos,52509_pos
0.8738,26.016,51972_pos,52509_pos
0.8906,-17.027,51975_pos,52509_pos
0.8433,28.031,51969_pos,52509_pos
0.8494,-24.995,52509_pos,53439_pos
0.8918,-17.027,52507_pos,52509_pos
0.9303,26.016,52508_pos,52509_pos
0.7418,-14.016,33736_pos,35068_pos
1,0,50360_pos,50360_pos
0.9651,-56.062,51405_pos,52208_pos
0.9613,-12.036,47562_pos,52208_pos
0.9705,15.995,51739_pos,52208_pos
0.9698,-72.057,51737_pos,52208_pos
0.9729,-28.031,51738_pos,52208_pos
1,0,3812_pos,3812_pos
0.8437,0,16443_pos,18228_pos
1,0,47406_pos,47406_pos
0.9607,0,5377_pos,6747_pos
0.8648,2.016,1129_pos,1130_pos
0.8323,-4.031,1130_pos,2149_pos
0.8587,-2.015,730_pos,1130_pos
1,0,2291_pos,2291_pos
0.9161,-45.03,49573_pos,50227_pos
0.9049,-88.049,47808_pos,49573_pos
0.9039,44.028,49573_pos,50349_pos
0.7985,6.01,44521_pos,45013_pos
0.9776,0,4000_pos,5149_pos
0.9316,0.003,9846_pos,10973_pos
0.7417,0,6911_pos,7761_pos
0.8891,44.021,49654_pos,50283_pos
0.9035,44.026,49654_pos,49735_pos
1,0,55430_pos,55430_pos
1,0,19194_pos,19194_pos
1,0,48042_pos,48042_pos
0.7834,-97.089,41301_pos,47496_pos
0.8226,-125.084,7374_pos,47496_pos
0.792,-83.073,40605_pos,47496_pos
1,0,51407_pos,51407_pos
1,0,44941_pos,44941_pos
0.8677,-44.026,39404_pos,39462_pos
1,0,11508_pos,11508_pos
0.9541,-88.052,14878_pos,17565_pos
0.7222,0,51568_pos,52237_pos
0.8767,0.036,1402_pos,1458_pos
0.7852,149.105,44806_pos,44807_pos
0.9551,-17.027,29562_pos,29752_pos
0.9404,-56.063,31149_pos,43840_pos
0.9297,-28.031,31149_pos,39151_pos
0.9044,-84.094,31149_pos,46722_pos
0.908,-400.872,170_pos,271_pos
0.9192,425.921,271_pos,284_pos
0.9086,-441.899,109_pos,271_pos
0.963,-311.941,233_pos,271_pos
0.8841,-106.942,271_pos,354_pos
0.96,407.911,271_pos,315_pos
0.885,-197.96,115_pos,271_pos
0.9237,-327.918,110_pos,271_pos
0.8878,-213.884,271_pos,340_pos
0.9543,295.963,271_pos,324_pos
1,0,39237_pos,39237_pos
1,0,9204_pos,9204_pos
0.8052,0,6847_pos,8485_pos
0.7812,44.026,4312_pos,6847_pos
0.957,44.026,52171_pos,52566_pos
0.9576,0,52171_pos,53629_pos
0.9616,0,52171_pos,53197_pos
0.9804,14.016,51366_pos,51384_pos
1,0,41704_pos,41704_pos
1,0,35551_pos,35551_pos
0.8766,0,47191_pos,47871_pos
1,0,23286_pos,23286_pos
0.9395,0,35344_pos,41064_pos
0.9434,0,41064_pos,47136_pos
0.9083,-2.016,30139_pos,41064_pos
1,0,54864_pos,54864_pos
1,0,7295_pos,7295_pos
0.7135,-63.045,26024_pos,32175_pos
0.9848,-17.026,12397_pos,14527_pos
0.9853,-176.105,12389_pos,12397_pos
0.9782,-44.026,12397_pos,13576_pos
0.9807,27,12397_pos,13709_pos
0.9776,-105.079,12397_pos,14074_pos
0.9823,44.026,12397_pos,13775_pos
0.9826,-44.026,11638_pos,12397_pos
0.9859,-88.053,11739_pos,12397_pos
0.9773,88.053,12397_pos,12813_pos
1,0,19776_pos,19776_pos
1,0,4141_pos,4141_pos
1,0,7007_pos,7007_pos
0.8704,-14.016,43357_pos,44237_pos
0.8807,-46.006,36582_pos,40413_pos
0.9723,0,40413_pos,41730_pos
0.9815,0,39591_pos,40413_pos
0.89,-46.006,40136_pos,40413_pos
0.9766,0,36446_pos,40413_pos
0.8886,0,40413_pos,45309_pos
1,0,42158_pos,42158_pos
0.965,44.026,45940_pos,46000_pos
0.8808,-112.125,14914_pos,45940_pos
0.9403,176.105,45940_pos,46178_pos
0.9669,132.079,45940_pos,46198_pos
0.9495,-28.031,42225_pos,45940_pos
0.9488,44.026,45898_pos,45940_pos
0.966,88.053,45940_pos,46136_pos
1,0,36740_pos,36740_pos
0.9832,0,13236_pos,16290_pos
0.9312,-96.983,13236_pos,15861_pos
0.9632,-88.053,17191_pos,20426_pos
0.9459,-132.083,20426_pos,23499_pos
0.9593,-44.026,17957_pos,20426_pos
1,0,26157_pos,26157_pos
0.8789,0,17482_pos,40072_pos
0.8302,16.002,22497_pos,39619_pos
0.7215,-67.112,7051_pos,15099_pos
0.9638,0.005,13954_pos,16535_pos
0.9626,-0.005,16535_pos,18525_pos
0.9458,100.016,8270_pos,9546_pos
0.953,-204.1,8270_pos,17684_pos
0.9552,-14.016,8270_pos,14295_pos
0.9517,-14.016,8270_pos,12089_pos
0.9549,-14.016,8270_pos,16448_pos
0.962,0,8270_pos,10069_pos
0.9505,-204.1,8270_pos,21212_pos
0.9638,-204.1,8270_pos,16875_pos
1,0,22573_pos,22573_pos
1,0,28224_pos,28224_pos
0.9185,-42.047,47586_pos,48311_pos
0.932,15.995,48310_pos,48311_pos
0.9311,1.979,46996_pos,48311_pos
0.8971,-56.062,46077_pos,48311_pos
0.9176,-60.058,48311_pos,48543_pos
0.944,-58.042,48237_pos,48311_pos
0.9209,-42.047,46508_pos,48311_pos
0.911,-56.026,46872_pos,48311_pos
0.8986,2.016,47777_pos,48311_pos
0.9315,-74.037,48311_pos,48999_pos
1,0,8910_pos,8910_pos
0.7734,-0.129,51749_pos,54874_pos
0.7431,-23.145,69_pos,54874_pos
0.7534,-0.945,54866_pos,54874_pos
0.7725,-0.129,52078_pos,54874_pos
0.7664,0.129,54874_pos,55124_pos
0.757,-0.129,448_pos,54874_pos
0.8603,-58.042,25103_pos,30159_pos
1,0,50795_pos,50795_pos
1,0,39019_pos,39019_pos
0.9446,0,23152_pos,25643_pos
0.9419,0,15818_pos,18736_pos
1,0,25921_pos,25921_pos
1,0,39201_pos,39201_pos
1,0,21272_pos,21272_pos
1,0,28501_pos,28501_pos
1,0,11565_pos,11565_pos
1,0,35442_pos,35442_pos
0.7294,-198.013,907_pos,18085_pos
0.7837,-0.177,18085_pos,19326_pos
0.7497,-31.99,18085_pos,24694_pos
